Id,BIRTHDATE,DEATHDATE,SSN,FIRST,LAST,MARITAL,RACE,ETHNICITY,GENDER
5572d54e-4371-4e36-8069-53349880ce5b,6/3/1974,,999-97-7544,Adam631,Zboncak558,M,white,nonhispanic,M
a27da6fe-7844-4205-a84f-6db17bfb8935,4/9/1959,,999-69-7787,Jake169,Runolfsson901,M,asian,nonhispanic,M
64ab927a-de28-4993-bfb2-d851cb366f73,2/18/1996,,999-90-2787,Maybelle917,Moore224,,white,nonhispanic,F
bedd77ef-dfda-424d-8715-057ff1c5f85d,12/13/1963,,999-13-4844,Susy776,Smitham825,M,white,nonhispanic,F
3c2bfff1-8a3f-4b9c-bc18-e7ea6562e436,7/25/2018,5/15/2019,999-70-6516,Particia365,Feeney44,,white,nonhispanic,F
eabd08f9-513a-40a9-8932-d7e166b9941a,10/10/1981,,999-15-4418,Julienne688,Parker433,M,white,nonhispanic,F
a6fd8d21-189a-4488-8ebd-8cf6173fc5fc,7/25/2018,,999-12-6852,Tanisha724,Ward668,,white,nonhispanic,F
d324d82b-14a4-4a6d-a6f9-b76a1b83701a,3/1/1972,,999-30-6305,Odis959,Sipes176,M,white,nonhispanic,M
c2a6847e-c5d2-4158-bee5-30f8ef693dde,4/29/1977,,999-85-9538,Mignon230,Quitzon246,M,white,nonhispanic,F
c2128123-c579-48b9-8452-d1741f5a3c4c,8/2/1991,,999-62-6355,Gianna370,Kling921,M,asian,hispanic,F
372a8506-f31a-45fa-b563-c50305d983c3,5/15/2013,,999-41-5102,Jeanine128,Gaylord332,,asian,nonhispanic,F
c0346f60-1c3c-46b1-b448-368b5fee8761,10/1/1952,,999-30-4732,Vashti163,Wolff180,M,white,nonhispanic,F
383da7a1-916b-41ce-8223-43afa899c86e,10/5/2006,,999-52-6597,Al123,Metz686,,black,nonhispanic,M
202b3372-a1d4-42bd-b4b7-b712bd24dc98,11/12/1961,,999-88-1742,Fay398,Schuster709,S,white,nonhispanic,F
45166484-2cc4-40f0-9be5-b9435ce0e476,2/20/1967,,999-53-6733,Katia630,Thiel172,M,white,nonhispanic,F
c85bba08-490f-4e51-9049-0ac76a2d9290,12/27/2002,,999-71-4241,Carin553,Conn188,,white,nonhispanic,F
7a8399b1-ca18-4612-9683-c43b023fda8b,10/6/2007,,999-39-4326,Dreama246,Doyle959,,black,nonhispanic,F
8e11ec6c-6b5d-42df-a45e-aedb6131ade4,1/3/1962,,999-91-6366,Connie24,Schowalter414,M,white,nonhispanic,F
e15ce616-8e58-4d4c-a6eb-712ce571aeef,1/19/1999,,999-14-4668,Shantay950,Bins636,,white,nonhispanic,F
2d51ecd6-9e18-40a1-9b15-cfc4f03a0e26,8/22/2004,,999-47-6282,Meghann680,Smitham825,,white,nonhispanic,F
a7005d62-3535-4d7d-8dc5-2a4c4f725511,3/28/1980,,999-76-4489,Mariano761,Ziemann98,M,white,nonhispanic,M
73ccae2b-09be-48be-b6f8-320bc4df146a,2/4/1954,,999-62-4869,Brett333,Mante251,M,white,nonhispanic,M
7890b059-02a1-4fc7-8882-8d17b584d328,12/5/1969,,999-94-8786,Bell723,Emmerich580,M,white,nonhispanic,F
e4945ad4-5f21-460f-a420-98a32ef61d3d,1/26/1947,,999-68-7989,Ben667,Kessler503,M,white,nonhispanic,M
47392cc2-4fb3-4431-b56f-c54688671786,4/2/1944,2/17/1991,999-45-6980,Georgiann138,O'Connell601,M,white,nonhispanic,F
f7d7b580-e670-4921-bc67-550ec468d506,2/16/1975,,999-29-4371,Micki733,Witting912,M,white,nonhispanic,F
bba40d4c-1a9e-41d3-923d-5232b01a0dd9,10/6/1991,,999-45-6373,Maryalice613,Larson43,M,white,nonhispanic,F
63ca741d-130f-4748-b15f-f75075630a73,7/12/1947,2/2/2016,999-96-6799,Carmon128,Jakubowski832,M,asian,nonhispanic,F
03172f6e-fb21-4770-8eef-513730174ab7,3/14/1961,1/23/1968,999-53-9443,Kala987,Rutherford999,,white,nonhispanic,F
adfc3c2f-30be-430d-8f07-9070dab88c64,3/7/1953,3/23/2019,999-74-2700,Tomasa683,Lehner980,M,white,nonhispanic,F
ca3330c5-bbbc-47e7-addb-302f2e069986,6/23/2003,,999-44-5854,Golden321,Pollich983,,white,nonhispanic,F
24bca5cf-ba55-457f-8e80-49690202443c,6/28/1977,,999-31-8026,Lionel365,Fadel536,M,white,nonhispanic,M
4a50c62e-24ba-459b-993c-0959691cf96d,7/12/1947,11/25/1989,999-13-8181,Kristeen693,Cole117,M,asian,nonhispanic,F
0447625b-b860-483c-9f30-17ed375b1493,3/14/1961,,999-63-3313,Marcelle381,Crooks415,M,white,nonhispanic,F
1c0cea09-f0db-4ef0-a551-d67645ee4538,4/24/1927,7/24/2018,999-42-6157,Hsiu839,McClure239,M,asian,nonhispanic,F
9077ab04-92a1-4189-aa2b-93e50a5c32ae,4/2/1944,,999-48-1185,Talisha682,Quitzon246,S,white,nonhispanic,F
79d782c9-dc9c-456c-a243-a6d396b4d0e0,7/19/2015,,999-84-2381,Marisela850,Murazik203,,white,nonhispanic,F
21ce6dc0-8668-4221-a5bc-6d6a1afe4c52,11/6/1958,,999-23-7418,Tiara667,Reinger292,M,white,nonhispanic,F
04630e85-e9f5-4a9b-be75-97f2c3346037,3/7/1953,,999-11-6672,Lynette631,Walter473,M,white,nonhispanic,F
f36775e8-bf5a-40a2-a223-679c05b46004,1/18/2008,,999-56-1320,Scott935,Boyer713,,black,nonhispanic,M
b0c26ab6-b914-4bb7-8cf0-e390b6411df0,9/29/1980,,999-51-3021,Fausto876,Barrows492,S,white,nonhispanic,M
73f62bdf-9729-4005-ab16-b61d37573e2a,8/12/1999,,999-70-1380,Cheryll577,Mann644,,white,nonhispanic,F
8a9df121-e012-457c-ade0-ead804d93818,5/15/1923,11/18/2001,999-25-3475,Juli424,Barton704,M,white,nonhispanic,F
a7df9539-bc46-4527-928d-8f2911418ebd,7/12/1947,,999-25-2782,Lai148,Padberg411,M,asian,nonhispanic,F
8141abe7-08b5-4415-99dd-00c801d48098,9/27/2004,,999-99-5557,Ethelyn789,Kozey370,,white,nonhispanic,F
787b9b47-75cd-4df0-b342-e38eb7cb9d34,2/28/2008,,999-25-7840,Fausto876,Bechtelar572,,white,nonhispanic,M
96e4e7cd-b134-4d6a-9f30-89cf6104f923,6/26/1972,,999-14-6274,Adán600,Espinosa298,M,white,hispanic,M
a7fe533e-f2b1-4fcd-90ec-6663ca7919e7,7/25/1962,,999-19-6194,Libbie63,Gaylord332,M,white,nonhispanic,F
4af2e0a8-8c6b-41bc-949f-f4cafa9b2ecb,2/21/2010,,999-89-2181,Sylvia544,West559,,white,nonhispanic,F
6d4312d1-0663-474b-bd30-b0e00dd7dbc7,5/22/2014,,999-15-3843,Lyle846,Gusikowski974,,white,hispanic,M
efa20606-8972-4bd7-823e-2011fe9a54e1,5/15/1923,12/7/1984,999-37-6408,Milissa240,Weimann465,S,white,nonhispanic,F
d95287b4-213f-4b3b-b68e-b23b9f3bac90,9/7/1937,9/7/1999,999-13-1001,Jonah176,Fritsch593,M,white,nonhispanic,M
f95a8235-5c43-4926-84fb-391822847c30,4/24/1927,,999-44-7554,Verlie371,Fay398,M,asian,nonhispanic,F
e6a843e8-10db-454b-a39c-d133a7a75a62,11/3/1992,,999-81-7765,Brian582,Metz686,M,white,nonhispanic,M
3f8d6443-f7d9-40bf-acb5-427c853a68ca,9/7/1937,8/19/1952,999-10-9322,Aubrey96,Lehner980,,white,nonhispanic,M
c7202949-7438-4374-a451-89ad61342068,6/14/1965,,999-37-9279,Raul814,Wintheiser220,M,white,nonhispanic,M
83b8cb6d-3c77-4b4d-9825-1b3521f04a09,3/9/1937,,999-71-7914,Harvey63,Connelly992,M,white,nonhispanic,M
84ea2e0c-70a9-4a92-aa31-cd87118379c8,5/1/1996,,999-89-1390,Millard193,Dickens475,,asian,nonhispanic,M
9b286917-8a4b-4ea7-803e-21578f6882e1,2/22/1957,2/17/2017,999-20-7450,Golden321,Ebert178,M,white,nonhispanic,F
d2157fd6-bfa4-49e4-9c53-e6baf30f3ff8,8/16/1994,,999-71-3532,Morton637,Smith67,,white,nonhispanic,M
79a4b9ad-e5a8-46e2-ae1d-ea32a915b73c,5/4/1974,,999-66-7894,Agustin437,Vandervort697,M,white,nonhispanic,M
8be68b2d-8054-4882-8715-65297d36767a,5/12/1988,,999-15-5114,James276,McClure239,M,white,nonhispanic,F
f4946dee-9d49-456b-bdf5-5a8c999a666d,9/3/1963,,999-58-7849,Wendy149,Franecki195,M,white,nonhispanic,F
5bf2b18d-fcdc-4ac8-9b39-e623eaad226e,9/3/1978,,999-42-9891,Nanci249,Schaden604,M,white,nonhispanic,F
2d350bad-f546-4799-b04a-32236b4b3930,5/15/1923,3/12/2013,999-87-1875,Lucilla742,Durgan499,M,white,nonhispanic,F
8bf92fdc-0cff-4945-b5a9-7fb8ddbee686,2/22/1957,,999-39-3016,Glenna97,Schuster709,M,white,nonhispanic,F
4a757679-50a3-4392-8929-bec0876f4744,9/7/1937,,999-25-5156,Salvador46,Lang846,M,white,nonhispanic,M
a0be3e9c-2d82-4145-9f71-c15e1f47fe70,5/14/1994,,999-79-6495,Millie392,Crooks415,,white,nonhispanic,F
46d3a308-7383-47ff-802c-c97bfd727720,5/7/1958,5/29/2018,999-46-2132,Antonio44,Abshire638,M,white,nonhispanic,M
354aefa8-0bd5-4943-8f93-505cf038d48a,12/24/1970,,999-43-9288,Zachariah133,Maggio310,M,white,nonhispanic,M
94e0ed9f-bbff-4acf-b711-a04563dd6c3a,2/21/1964,,999-51-5246,Guillermina633,Orellana194,S,white,hispanic,F
a254d489-0441-4522-bde6-c59e583bb8f7,9/17/1958,,999-94-8684,Oneida64,Kessler503,M,white,nonhispanic,F
85670231-0fce-4e52-8b4f-051a3019f867,7/2/1954,,999-28-9019,Teri144,Fritsch593,M,white,nonhispanic,F
e7ff5cca-b90d-426c-a683-fef2fcb80da4,8/20/2009,,999-51-3749,Alberto639,Casárez469,,white,hispanic,M
ea473936-37a3-4493-a603-e59435cf321e,2/26/2004,,999-85-4611,Simona661,McCullough561,,white,nonhispanic,F
2335bebd-0843-4322-9585-8ab90f49def3,12/17/1996,,999-35-3112,Sandra485,Hoppe518,,black,nonhispanic,F
bfb101aa-8d36-422b-8e5c-b7275d279de0,5/7/1958,,999-18-2382,Teodoro374,Dooley940,M,white,nonhispanic,M
9e5a9e59-cfe3-42de-8c2e-76ef7e2efa5f,5/15/1923,12/1/2009,999-94-2927,Katlyn29,Bashirian201,M,white,nonhispanic,F
45ad6c75-7808-4f70-9c80-0db44f681e55,6/28/2007,,999-68-6438,José Eduardo181,Meraz691,,white,hispanic,M
eace3e22-6c51-460c-bd0f-3cf0b65113fe,3/16/1980,,999-80-6794,Fletcher87,Spinka232,S,white,hispanic,M
a7b167c9-6230-4a8f-b808-9ada2dd35973,1/15/1984,,999-49-3277,Leatha675,Adams676,M,white,nonhispanic,F
7756182f-6a65-4d6a-91cb-18971b127606,10/22/2017,,999-91-8339,Erika442,Rosenbaum794,,white,nonhispanic,F
92d23553-700d-488f-83a5-2ba9b9544295,11/22/1984,,999-84-6699,Cristie97,Johnson679,M,asian,nonhispanic,F
fc01de6d-c784-4fcb-b85a-a996326f687d,12/23/1971,,999-89-4658,Tempie784,Bernhard322,M,white,nonhispanic,F
6e4842fd-bb5f-4c15-a198-52deb8f7706a,8/8/2004,,999-88-3325,Chelsey293,O'Reilly797,,white,nonhispanic,F
47520f8d-0b71-4fa3-9b7a-bb473e66f1b6,11/15/1940,,999-21-3444,Joe656,Howe413,M,white,nonhispanic,M
59669e7c-0190-4cbf-9e27-4898f1a35d03,1/31/1986,,999-65-7058,Julio255,Juárez383,M,white,hispanic,M
88587157-4de8-4459-b6d4-fd571b847575,5/31/1980,,999-98-2128,Leola603,Gulgowski816,M,white,nonhispanic,F
3b95da79-b5aa-419a-9558-f4627b02ae3a,12/3/1958,,999-47-1693,Millard193,Stamm704,M,black,nonhispanic,M
99b1c709-00fc-4be2-97ba-a6222e567305,10/5/1992,,999-72-9974,Forrest301,Jacobs452,M,white,hispanic,M
cde60f66-8df0-4bc6-8056-2ec5ba2cd638,9/19/2009,,999-28-8023,Latisha994,Pagac496,,white,nonhispanic,F
c6ec6d93-8834-4242-8a1a-dd62ae4563b0,3/7/2004,,999-61-3577,Samual455,Prosacco716,,white,nonhispanic,M
c2f724e1-8d93-49d0-b953-e058bfbd2ae7,12/23/2004,,999-92-4146,Dorotea472,Montez99,,white,hispanic,F
52729daa-66a1-42d6-96c0-691a2d89e819,5/15/1923,5/25/2009,999-69-1523,Cheryll577,Luettgen772,S,white,nonhispanic,F
5be0e71b-5810-4d2f-8a9d-bc7a4c200888,2/25/1993,,999-91-6206,Drew592,Lind531,M,white,nonhispanic,M
bc95d200-52fc-49cd-b128-8f4150cb4714,11/6/2010,,999-93-4178,Will178,Haley279,,white,nonhispanic,M
79f7403a-15f5-425b-8c0a-fdf26e7c926b,7/18/1950,,999-45-7694,Callie226,Macejkovic424,M,white,nonhispanic,F
f25be418-dc57-4c06-855c-b0e6315e4189,3/16/1966,,999-56-8426,Dannielle300,Cormier289,S,white,nonhispanic,F
79d7013f-d845-4184-ba3e-956ddcea0fc4,2/14/1980,,999-85-3976,Lenny728,Turcotte120,M,white,nonhispanic,M
cbe65a5a-507c-4f7f-9edf-cd2c8a934c42,7/14/1963,,999-88-8132,Angila948,Huel628,M,white,nonhispanic,F
4e169876-06be-4151-9ae1-b5568765ee13,4/21/1999,,999-45-1693,Olene159,Greenholt190,,black,hispanic,F
04dff6e5-123a-4c13-bd08-ad690d287173,9/28/1999,,999-69-8285,Hyman89,Labadie908,,white,nonhispanic,M
b2888f4d-5623-43c7-b010-3678e2f4f82a,1/22/1992,,999-23-2047,Lula998,Schulist381,M,white,nonhispanic,F
608e39b8-367a-48d6-afc6-244e4c19c849,6/11/1939,7/4/1999,999-44-2048,Broderick767,Kozey370,M,white,nonhispanic,M
aeca5d2f-fa40-4b20-b684-052a771faa5c,2/26/2000,,999-54-7058,Soraya693,Koss676,,white,nonhispanic,F
3e89db15-7c8d-464c-8ed6-e1535438ca83,1/19/1959,,999-11-8188,Elena945,McDermott739,M,white,nonhispanic,F
431971f5-a39f-44f8-9ef9-10502db973c9,2/17/2002,,999-43-3457,Heide509,Walsh511,,white,nonhispanic,F
74f2ee46-fb61-4ab8-98f8-b123c2b62d2e,10/13/1995,,999-11-3522,Jon665,Zboncak558,,white,hispanic,M
a7f4200a-4180-417e-ab16-8daace8bf368,12/25/2011,,999-67-9122,Coleman27,Zboncak558,,asian,nonhispanic,M
f9734dd4-254c-456d-afec-f6387478407d,3/22/1989,,999-14-6319,Tianna963,Lehner980,M,white,nonhispanic,F
191888f1-bdcf-4889-929f-79962b0417e0,6/2/1980,,999-79-9192,Nickolas58,Lebsack687,M,white,nonhispanic,M
e50b072e-667e-4a60-8445-ef48ac9d2be7,7/16/1984,,999-50-9340,Wilber603,Sanford861,S,white,nonhispanic,M
ba190ea7-9318-4b89-a17a-907a71ef24fa,5/15/1923,5/18/2017,999-23-2661,Etta748,Adams676,M,white,nonhispanic,F
4b92e3f1-b92b-48ec-9baa-2905409d1743,9/18/2015,,999-27-7943,Demetrice140,Zieme486,,white,nonhispanic,F
defd47cc-95c0-4302-a284-6038e986d672,6/11/1939,12/18/2005,999-43-6557,Morton637,Hoppe518,S,white,nonhispanic,M
7c18105e-5f61-44f5-b47a-c1a8b83f542b,10/9/1992,,999-95-8932,Bennie663,Rutherford999,M,asian,nonhispanic,M
f8f79900-d474-43e5-8b45-ef83fd7ab547,6/27/1992,,999-73-5900,Clorinda310,Williamson769,M,white,nonhispanic,F
9fda53d4-6fcc-4ef5-a1fe-16e007182ec2,5/24/1999,,999-91-6914,Ardath226,Spinka232,,white,nonhispanic,F
efa3e04c-ec23-46e4-9431-a73492ad32a5,1/24/1946,2/13/2015,999-15-8438,Wilma646,Crooks415,M,white,nonhispanic,F
e3386a13-d652-45fe-abd9-f01d1b023e6f,10/19/1965,,999-36-5986,Tomeka87,Gaylord332,S,white,nonhispanic,F
6546e352-50ed-478f-961b-fa093478c14e,3/11/1986,,999-27-3427,Von197,Haley279,M,white,nonhispanic,M
de767c9e-3131-4d1a-9eed-fdd86a15d459,12/27/1924,,999-71-9904,Eura647,Ferry570,M,white,nonhispanic,F
c1de8dc8-87e2-4016-8b95-fdc64c3bc78d,5/15/1923,,999-87-1248,Francisca486,Turner526,S,white,nonhispanic,F
3e234e30-d471-4c3e-b433-220f2aa4a91d,10/18/1962,,999-58-2666,Douglas31,Kunde533,M,white,nonhispanic,M
da80e506-8671-42e8-98da-2ddcb06e7ffb,10/14/1998,,999-66-7353,Lonnie913,Haley279,,white,nonhispanic,M
8078aad5-fcac-4b51-b498-fbf8340db8a6,10/7/1998,,999-19-7554,Jeni110,Roob72,,white,nonhispanic,F
ed55adb7-3395-4c69-a0b8-b85936c1731c,12/10/1977,,999-13-6445,Rudy520,Baumbach677,S,white,nonhispanic,F
9e081e53-a748-47c5-8e36-d9c858d23c14,6/11/1939,4/19/2005,999-15-3014,Elroy493,Roberts511,S,white,nonhispanic,M
da2e9adf-583c-4905-91ec-64f162699409,2/27/1973,,999-76-5436,Seema671,Kertzmann286,S,white,nonhispanic,F
ee1ad3fc-c1a2-4883-bb76-c740059a1feb,5/17/1996,,999-16-4571,Rey54,Brown30,,white,nonhispanic,M
affb8a9e-4a9a-46e7-a94b-e9c90b25f444,1/14/2002,,999-31-3411,Phil587,Mante251,,white,hispanic,M
0b6a83ae-fcb1-4b75-9ffa-d52898167d66,8/5/1989,,999-66-3950,Shirley182,Wunsch504,M,white,nonhispanic,M
8ba79a69-6f3f-4aa5-be2a-dfbd0119d3ea,8/6/2015,,999-43-7577,Latonia966,Watsica258,,white,nonhispanic,F
c1cfae08-b141-40ea-a8bb-78c46cde0f3c,1/24/1946,,999-47-6710,Mittie376,Rice937,M,white,nonhispanic,F
badf923b-91ff-4838-b9f4-94c80a6931f8,6/18/1987,,999-95-8946,Anton902,Heathcote539,M,white,nonhispanic,M
0edbb001-5914-42b6-9194-0a3c753b5c25,7/14/1967,,999-57-2540,Wenona350,Konopelski743,M,black,nonhispanic,F
128d5c93-dfce-49a1-8d08-e9b24abcb4db,9/3/2015,,999-19-4863,Tifany477,Wilderman619,,black,nonhispanic,F
dcdc32d2-4c93-4509-b9e0-be4c5b5744eb,4/12/1995,,999-16-6407,Clinton763,Monahan736,,white,nonhispanic,M
0780f97f-e326-4e51-8b5c-3461eea70517,6/11/1939,8/18/2006,999-89-5496,Bradford382,Barton704,M,white,nonhispanic,M
0149d553-f571-4e99-867e-fcb9625d07c2,6/21/1979,,999-38-3166,Sophie40,Kessler503,M,white,hispanic,F
506c6137-e174-474f-85fb-41398ace5ef4,5/1/1976,,999-64-6431,Nathanial472,Kuhic920,M,white,nonhispanic,M
4fa58d5a-5acd-4629-ba8d-4524661d8b74,5/6/1955,,999-13-8379,Vito638,Mraz590,M,white,nonhispanic,M
eba0f292-1951-4af9-9f14-9d6e9db8e480,8/6/2007,,999-48-3220,Eugena417,Kris249,,white,nonhispanic,F
7ab8d08a-bdcd-471d-86b9-3c86f19d39ba,10/29/1967,,999-78-6409,Lyndon118,Bins636,M,asian,nonhispanic,M
df72fdee-e347-4c77-a3bb-074655dd67be,10/28/2016,,999-40-6858,Barbera53,Legros616,,white,nonhispanic,F
b8c44adf-4307-4ce5-84e5-2eb98e6b17e2,9/24/1974,2/24/1987,999-54-3196,Jorge203,Chapa957,,white,hispanic,M
5846c531-ad71-4b34-9607-3a1022cddffa,9/7/2008,,999-46-6114,Marty115,Abshire638,,white,nonhispanic,F
bbd67ecb-c7fd-4965-853b-d59f385424ab,9/20/1993,,999-59-5848,Asa127,Block661,,white,nonhispanic,M
7d3adf8f-e840-4480-8353-584d743081b3,12/10/1967,,999-45-3980,Valene773,Rippin620,M,black,nonhispanic,F
d10ef59e-2231-467e-bbd0-c76c73f04f95,3/22/1988,,999-91-1484,Sixta311,Wyman904,M,white,nonhispanic,F
5d4057c5-e455-4ab1-aea6-3371566cd862,6/11/1939,1/3/2001,999-44-5249,Ty725,Beatty507,M,white,nonhispanic,M
94aef7c4-e4a1-47df-8467-1be7a64ad884,10/5/2011,,999-92-8067,Mike230,Hahn503,,white,nonhispanic,M
851275c6-bc90-4e95-a9a7-6f42111be448,9/24/1974,,999-80-8226,Ignacio928,Regalado83,M,white,hispanic,M
29265f8e-2df1-46cd-8689-e9cbbced50f4,10/5/2007,,999-69-4016,Danny396,Windler79,,white,nonhispanic,M
80bf0f47-724a-4254-b3ec-d54c15ad83b9,7/5/2019,,999-23-5953,Felton646,Labadie908,,white,nonhispanic,M
522feca0-e3fb-4867-9663-f699fbe4f7a1,11/4/1993,,999-25-6957,Van763,Reinger292,,white,nonhispanic,M
e901ce7f-cce0-46dc-b04f-45bd916c4cae,9/6/1976,,999-61-9177,Vanita165,Conn188,S,white,nonhispanic,F
b109dfad-954d-4a5a-91ee-6581dfeb7f93,10/7/1969,,999-25-4210,Daisy746,Dach178,S,white,nonhispanic,F
9ec4030b-2529-4647-b325-b04c6b44874b,7/16/1969,,999-39-7572,Sherrell611,Hodkiewicz467,S,white,nonhispanic,F
afb2122f-e8e3-4ae4-9911-b8e2dc4f567d,6/11/1939,,999-51-2974,Jorge203,Yundt842,M,white,nonhispanic,M
9f0696f4-ab85-48f0-9d61-44c01893d2f0,11/18/1982,,999-59-3542,Tawny381,Purdy2,M,white,nonhispanic,F
5afd4157-103e-4838-9166-22c8a7104b30,6/22/1989,,999-74-7391,Minta575,Graham902,M,white,nonhispanic,F
447813c0-3e39-4eda-9012-38bb69f026c8,10/5/1962,,999-37-9898,Minh326,Cummerata161,S,white,nonhispanic,M
27a8b7b6-007d-4036-82a7-80a9ab670dcb,4/13/2005,,999-63-3142,Jerrie417,Gislason620,,white,nonhispanic,F
499223b1-e26a-4e04-b258-afc9696be065,4/4/2007,,999-53-8813,Paulita78,Goodwin327,,white,nonhispanic,F
d00fc5dd-be0e-47aa-a52a-5cf9ee3a78b5,11/27/2002,,999-12-8726,Maxwell782,Reichel38,,white,nonhispanic,M
f77ee33d-ba6e-40f6-a0b5-74c22aedcb45,7/10/1986,,999-29-2519,Amado512,Morar593,M,white,hispanic,M
f186b9f3-8c70-4bbc-8335-4bb2ccca0a3c,2/14/1995,,999-75-2260,Tanisha724,Schmidt332,,white,nonhispanic,F
7e4e6d32-15cd-4d5f-a4cc-e5c95ab35eb0,12/18/1962,,999-35-9139,Ellamae709,Bins636,M,white,nonhispanic,F
841095eb-d29f-4492-8f0e-08011321e85d,4/8/2017,,999-81-1909,Carlton317,Leffler128,,asian,nonhispanic,M
3f336702-bf73-4fc8-bd59-3ba77fd65d0d,6/22/1923,,999-78-2157,Sanford861,Fritsch593,S,white,nonhispanic,M
171508e4-8de0-4f33-b7d0-87b7ac4a8008,9/22/1958,,999-25-9934,Gary33,Zulauf375,M,white,nonhispanic,M
7342aaa6-55d8-46d0-bce6-9cef87395f54,7/22/1989,,999-74-2394,Moses679,Greenholt190,M,white,nonhispanic,M
6c7ce9c1-78a9-4b72-beff-366cf7aeef5c,10/30/1964,,999-61-3628,Kellye282,Schuppe920,M,white,nonhispanic,F
53b564bb-24b2-47ac-91ba-054e71a108e9,5/31/1967,2/26/2014,999-71-5278,Eddie505,Reichert620,M,white,nonhispanic,F
2be232c2-45cd-4621-b16a-9bd0ff62181a,6/5/1954,,999-45-9409,Timoteo39,Rico947,S,white,hispanic,M
5ce924c7-ec4c-4b5f-93ff-2ae274654c74,11/11/1981,,999-30-4628,Teresita257,Rosenbaum794,S,black,hispanic,F
d0bbc03d-df4e-44e3-ad4c-b5739dd67887,3/16/1949,10/8/2016,999-94-8713,Roy364,Powlowski563,M,white,nonhispanic,M
0ba90366-87ad-4f9d-9bcd-c11e63eb6f27,3/4/1955,3/25/2017,999-36-3532,Magaret757,Champlin946,S,white,nonhispanic,F
93947012-6d29-427b-a0a7-ea2ce8360b46,1/19/1960,,999-60-7685,David908,Bernal586,S,white,hispanic,M
d9e0f5cd-e132-42d4-8727-01ba47c697b8,5/15/1976,,999-92-5850,Geoffrey157,Altenwerth646,M,white,nonhispanic,M
33189b5c-5919-4e99-8b62-89b225531eac,6/5/1975,11/11/1976,999-25-1295,Eustolia154,Hagenes547,,white,nonhispanic,F
bb05ba4c-bced-42c8-ae3d-9e732823fb44,10/2/1962,6/13/1966,999-29-4303,Andre610,Tremblay80,,white,nonhispanic,M
bc7b7bdb-c9cb-4d48-b5f3-da873de93a22,3/19/1971,,999-47-2780,Merrill415,Wilderman619,M,asian,nonhispanic,F
42858ac1-95dc-464e-84bc-5585a88f616f,5/31/1967,,999-63-6523,Regan713,Parisian75,M,white,nonhispanic,F
be3eaf02-0c8a-4729-8b6e-7b40ab016e29,10/29/1940,9/1/2006,999-46-6653,Filiberto722,Kerluke267,M,white,nonhispanic,M
16fe231f-5db5-4213-9ce0-ba1944eac066,3/4/1955,6/1/1990,999-20-4435,Kaye394,Hilpert278,S,white,nonhispanic,F
79c74afc-ec58-4b7e-8b5c-1b2c5d9ff1f5,2/7/1973,,999-27-8244,Katerine813,Kassulke119,M,white,nonhispanic,F
4267aaa2-7bc1-4dd5-a059-a78743dad7ed,6/5/1975,,999-13-3615,Wenona350,Dach178,S,white,nonhispanic,F
6a8faf4c-5577-4f9b-964d-6dc253b3b0c1,3/16/1949,,999-80-9110,Corey514,Parker433,M,white,nonhispanic,M
32fbdecd-7987-4efb-9b6e-4c8e460cbd66,10/2/1962,,999-53-4967,Aron520,Frami345,M,white,nonhispanic,M
ee74256b-7850-4a07-9034-6497aee04256,3/11/2011,,999-96-2394,Florencio463,Terry864,,black,nonhispanic,M
12540ff0-7817-40f4-8b55-a19926736785,9/2/1999,,999-85-6147,Jc393,Waters156,,white,nonhispanic,M
c6fc7fe8-483a-4df7-ba2b-260ea4de9aa4,5/17/1963,,999-22-9266,Valentin929,Grady603,M,asian,nonhispanic,M
099198eb-df60-41d1-ad22-3655b957d805,5/23/1942,3/25/1999,999-88-3032,Ronald408,Mante251,M,native,nonhispanic,M
4b8d5256-a202-4f3a-be23-5f4351251eb3,3/4/1955,5/29/2015,999-88-2158,Mickey576,Corwin846,M,white,nonhispanic,F
3047ebac-457b-4a6d-85eb-f59eef4f76cc,10/29/1940,1/17/2015,999-19-2164,Armando772,Swaniawski813,M,white,nonhispanic,M
64eb57c7-d74d-4f4f-9f7f-b58a1fbc57df,6/6/1968,,999-23-9154,Hayden835,Schuster709,M,white,nonhispanic,M
ee7f6c74-a8ed-4147-b8e2-4879c8657b0f,4/11/1950,,999-24-8407,Kelvin159,Powlowski563,M,white,nonhispanic,M
e51205c4-1713-4360-8257-8e3fac3afb67,11/15/1973,,999-97-7257,Lorrine765,Glover433,M,black,nonhispanic,F
73d6a730-418f-4dbc-bc00-6d2c53bfa89a,3/2/1949,,999-31-8866,Kendra609,Hills818,M,white,nonhispanic,F
732e322c-2329-497e-ba49-5b21fcfa863f,8/20/1997,,999-16-8594,Lupita673,Greenfelder433,,asian,hispanic,F
8507a0b0-b667-4a07-90f1-8cfb2193dcd8,5/23/1942,6/20/2009,999-56-1160,Federico589,Treutel973,M,native,nonhispanic,M
c2b13854-9810-4c78-93be-08f0b6523e8f,1/10/1975,,999-99-2574,Glendora96,Thompson596,S,white,nonhispanic,F
e033651a-9391-4ca7-abe5-3823b60a12d9,2/17/1937,,999-77-5341,Shaunte610,Franecki195,S,white,nonhispanic,F
dea008f8-c3da-4b74-9b12-db1de6e07730,3/4/1955,,999-21-7116,Clair921,Fritsch593,M,white,nonhispanic,F
